No,Company,Employees,OutputVat,InputVat,Netvat,Sector,Industry,Year,,,,,,,,
749,Oneok,25,1217400,1178620,38780,Energy,Pipelines,2018,,,,,,,,
750,BB& T Corp.,365,1215600,976200,239400,Financials,Commercial Banks,2018,,,,,,,,
751,Becton Dickinson,419,1209300,1099300,110000,Health Care,Medical Products and Equipment,2018,,,,,,,,
752,Ameriprise Financial,133,1207500,1059500,148000,Financials,Diversified Financials,2018,,,,,,,,
753,Farmers Insurance Exchange,130,1207200,1213740,-6540,Financials,Insurance: Property and Casualty (Mutual),2018,,,,,,,,
754,First Data,220,1205200,1058700,146500,Business Services,Financial Data Services,2018,,,,,,,,
755,Consolidated Edison,156,1203300,1050800,152500,Energy,Utilities: Gas and Electric,2018,,,,,,,,
756,Parker-Hannifin,567,1202900,1104560,98340,Industrials,Industrial Machinery,2018,,,,,,,,
757,Anadarko Petroleum,44,1190800,1236400,-45600,Energy,"Mining, Crude-Oil Production",2018,,,,,,,,
758,Estee Lauder,460,1182400,1057500,124900,Household Products,Household and Personal Products,2018,,,,,,,,
759,State Street Corp.,366,1177400,959700,217700,Financials,Commercial Banks,2018,,,,,,,,
760,Tesla,375,1175900,1372040,-196140,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
761,Netflix,51,1169300,1113410,55890,Technology,Internet Services and Retailing,2018,,,,,,,,
762,Alcoa,146,1165200,1143500,21700,Materials,Metals,2018,,,,,,,,
763,Discover Financial Services,165,1154500,944600,209900,Financials,Commercial Banks,2018,,,,,,,,
764,Praxair,265,1143700,1019000,124700,Chemicals,Chemicals,2018,,,,,,,,
765,CSX,240,1140800,593700,547100,Transportation,Railroads,2018,,,,,,,,
766,Xcel Energy,111,1140400,1025600,114800,Energy,Utilities: Gas and Electric,2018,,,,,,,,
767,Unum Group,94,1128700,1029280,99420,Financials,"Insurance: Life, Health (stock)",2018,,,,,,,,
768,Universal Health Services,723,1127900,1052670,75230,Health Care,Health Care: Medical Facilities,2018,,,,,,,,
769,NRG Energy,59,1127500,1342800,-215300,Energy,Energy,2018,,,,,,,,
770,EOG Resources,27,1120800,862540,258260,Energy,"Mining, Crude-Oil Production",2018,,,,,,,,
771,Sempra Energy,160,1120700,1095100,25600,Energy,Utilities: Gas and Electric,2018,,,,,,,,
772,Toys 'R'ù Us,650,1114600,1175800,-61200,Retailing,Specialty Retailers: Other,2018,,,,,,,,
773,Group 1 Automotive,141,1112400,1091060,21340,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
774,Entergy,135,1107500,1066340,41160,Energy,Utilities: Gas and Electric,2018,,,,,,,,
775,Molson Coors Brewing,172,1100300,958880,141420,"Food, Beverages &  Tobacco",Beverages,2018,,,,,,,,
776,L3 Technologies,380,1100200,1032500,67700,Aerospace &  Defense,Aerospace and Defense,2018,,,,,,,,
777,Ball,183,1098300,1060900,37400,Materials,"Packaging, Containers",2018,,,,,,,,
778,AutoZone,700,1088900,960810,128090,Retailing,Specialty Retailers: Other,2018,,,,,,,,
779,Murphy USA,69,1085300,1060770,24530,Retailing,Specialty Retailers: Other,2018,,,,,,,,
780,MGM Resorts International,685,1077400,881370,196030,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",2018,,,,,,,,
781,Office Depot,450,1075200,1057100,18100,Retailing,Specialty Retailers: Other,2018,,,,,,,,
782,Huntsman,100,1059200,995600,63600,Chemicals,Chemicals,2018,,,,,,,,
783,Baxter International,470,1056100,984400,71700,Health Care,Medical Products and Equipment,2018,,,,,,,,
784,Norfolk Southern,271,1055100,514700,540400,Transportation,Railroads,2018,,,,,,,,
785,salesforce.com,290,1048000,1035250,12750,Technology,Computer Software,2018,,,,,,,,
786,Laboratory Corp. of America,600,1044100,917280,126820,Health Care,Health Care: Pharmacy and Other Services,2018,,,,,,,,
787,W.W. Grainger,251,1042500,983930,58570,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
788,Qurate Retail,283,1040400,796300,244100,Retailing,Internet Services and Retailing,2018,,,,,,,,
789,Autoliv,674,1038300,995590,42710,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
790,Live Nation Entertainment,151,1033700,1034300,-600,Media,Entertainment,2018,,,,,,,,
791,Xerox,361,1026500,1007000,19500,Technology,"Computers, Office Equipment",2018,,,,,,,,
792,Leidos Holdings,310,1017000,980400,36600,Technology,Information Technology Services,2018,,,,,,,,
793,Corning,462,1011600,1061300,-49700,Industrials,"Electronics, Electrical Equip.",2018,,,,,,,,
794,Lithia Motors,129,1008700,984180,24520,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
795,Expedia Group,226,1006000,968200,37800,Retailing,Internet Services and Retailing,2018,,,,,,,,
796,Republic Services,350,1004200,876360,127840,Business Services,Waste Management,2018,,,,,,,,
797,Jacobs Engineering Group,498,1002300,972930,29370,Engineering &  Construction,"Engineering, Construction",2018,,,,,,,,
798,Sonic Automotive,98,986700,977400,9300,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
799,Ally Financial,79,986600,893700,92900,Financials,Diversified Financials,2018,,,,,,,,
800,LKQ,430,984800,931430,53370,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
801,BorgWarner,290,979900,935910,43990,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
802,Fidelity National Financial,245,976900,899800,77100,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
803,SunTrust Banks,238,974100,746800,227300,Financials,Commercial Banks,2018,,,,,,,,
804,IQVIA Holdings,550,973900,843000,130900,Health Care,Health Care: Pharmacy and Other Services,2018,,,,,,,,
805,Reliance Steel & Aluminum,149,972100,910760,61340,Materials,Metals,2018,,,,,,,,
806,Nvidia,115,971400,666700,304700,Technology,Semiconductors and Other Electronic Components,2018,,,,,,,,
807,Voya Financial,63,966000,1265200,-299200,Financials,Diversified Financials,2018,,,,,,,,
808,CenterPoint Energy,80,961400,782200,179200,Energy,Utilities: Gas and Electric,2018,,,,,,,,
809,eBay,141,956700,1058300,-101600,Technology,Internet Services and Retailing,2018,,,,,,,,
810,Eastman Chemical,140,954900,816500,138400,Chemicals,Chemicals,2018,,,,,,,,
811,American Family Insurance Group,113,954500,938940,15560,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
812,Steel Dynamics,76,953900,872630,81270,Materials,Metals,2018,,,,,,,,
813,Pacific Life,36,951000,814500,136500,Financials,"Insurance: Life, Health (stock)",2018,,,,,,,,
814,Chesapeake Energy,32,949600,854700,94900,Energy,"Mining, Crude-Oil Production",2018,,,,,,,,
815,Mohawk Industries,388,949100,851940,97160,Household Products,"Home Equipment, Furnishings",2018,,,,,,,,
816,Quanta Services,328,946700,915200,31500,Engineering &  Construction,"Engineering, Construction",2018,,,,,,,,
817,Advance Auto Parts,555,937400,889850,47550,Retailing,Specialty Retailers: Other,2018,,,,,,,,
818,Owens & Minor,86,931800,924520,7280,Wholesalers,Wholesalers: Health Care,2018,,,,,,,,
819,United Natural Foods,97,927500,914480,13020,Wholesalers,Wholesalers: Food and Grocery,2018,,,,,,,,
820,Tenneco,320,927400,906700,20700,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
821,Conagra Brands,126,923500,859570,63930,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
822,GameStop,395,922500,919030,3470,Retailing,Specialty Retailers: Other,2018,,,,,,,,
823,Hormel Foods,202,916800,832130,84670,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
824,Hilton Worldwide Holdings,1630,914000,788100,125900,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",2018,,,,,,,,
825,Frontier Communications,227,912800,1093200,-180400,Telecommunications,Telecommunications,2018,,,,,,,,
826,Fidelity National Information Services,530,912300,780400,131900,Business Services,Financial Data Services,2018,,,,,,,,
827,Public Service Enterprise Group,129,908400,751000,157400,Energy,Utilities: Gas and Electric,2018,,,,,,,,
828,Boston Scientific,290,904800,894400,10400,Health Care,Medical Products and Equipment,2018,,,,,,,,
829,OReilly Automotive,604,897800,784420,113380,Retailing,Specialty Retailers: Other,2018,,,,,,,,
830,Charles Schwab,176,896000,660600,235400,Financials,Securities,2018,,,,,,,,
831,Global Partners,20,892100,886220,5880,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
832,PVH,281,891500,837720,53780,Apparel,Apparel,2018,,,,,,,,
833,Avis Budget Group,263,884800,848700,36100,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
834,Targa Resources,21,881500,876100,5400,Energy,Pipelines,2018,,,,,,,,
835,Hertz Global Holdings,370,880300,847600,32700,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
836,Calpine,23,875200,909100,-33900,Energy,Energy,2018,,,,,,,,
837,Mutual of Omaha Insurance,59,873200,786940,86260,Financials,"Insurance: Life, Health (stock)",2018,,,,,,,,
838,Crown Holdings,243,869800,837500,32300,Materials,"Packaging, Containers",2018,,,,,,,,
839,Peter Kiewit Sons,220,867800,830700,37100,Engineering &  Construction,"Engineering, Construction",2018,,,,,,,,
840,Dicks Sporting Goods,303,859100,826760,32340,Retailing,Specialty Retailers: Other,2018,,,,,,,,
841,PulteGroup,48,857300,812580,44720,Engineering &  Construction,Homebuilders,2018,,,,,,,,
842,Navistar International,114,857000,854000,3000,Industrials,Construction and Farm Machinery,2018,,,,,,,,
843,Thrivent Financial for Lutherans,36,852800,796960,55840,Financials,"Insurance: Life, Health (Mutual)",2018,,,,,,,,
844,DCP Midstream,27,846200,823300,22900,Energy,Pipelines,2018,,,,,,,,
845,Air Products & Chemicals,152,844200,544160,300040,Chemicals,Chemicals,2018,,,,,,,,
846,Veritiv,89,836500,837830,-1330,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
847,AGCO,205,830700,812060,18640,Industrials,Construction and Farm Machinery,2018,,,,,,,,
848,Genworth Financial,35,829500,747800,81700,Financials,"Insurance: Life, Health (stock)",2018,,,,,,,,
849,Univar,86,825400,813420,11980,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
850,News Corp.,260,813900,887700,-73800,Media,"Publishing, Printing",2018,,,,,,,,
851,SpartanNash,120,812800,818080,-5280,Wholesalers,Wholesalers: Food and Grocery,2018,,,,,,,,
852,Westlake Chemical,88,804100,673700,130400,Chemicals,Chemicals,2018,,,,,,,,
853,Williams,54,803100,585700,217400,Energy,Energy,2018,,,,,,,,
854,Lam Research,94,801400,631620,169780,Technology,Semiconductors and Other Electronic Components,2018,,,,,,,,
855,Alaska Air Group,232,793300,689900,103400,Transportation,Airlines,2018,,,,,,,,
856,Jones Lang LaSalle,819,793200,767780,25420,Financials,Real estate,2018,,,,,,,,
857,Anixter International,89,792700,781800,10900,Wholesalers,Wholesalers: Electronics and Office Equipment,2018,,,,,,,,
858,Campbell Soup,180,789000,700300,88700,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
859,Interpublic Group,502,788200,730300,57900,Business Services,"Advertising, marketing",2018,,,,,,,,
860,Dover,290,783000,701830,81170,Industrials,Industrial Machinery,2018,,,,,,,,
861,Zimmer Biomet Holdings,182,782400,601020,181380,Health Care,Medical Products and Equipment,2018,,,,,,,,
862,Dean Foods,160,779500,773340,6160,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
863,Foot Locker,322,778200,749800,28400,Retailing,Specialty Retailers: Apparel,2018,,,,,,,,
864,Eversource Energy,81,775200,676400,98800,Energy,Utilities: Gas and Electric,2018,,,,,,,,
865,Alliance Data Systems,200,771900,693030,78870,Business Services,Financial Data Services,2018,,,,,,,,
866,Fifth Third Bancorp,181,771300,551900,219400,Financials,Commercial Banks,2018,,,,,,,,
867,Quest Diagnostics,450,770900,693700,77200,Health Care,Health Care: Pharmacy and Other Services,2018,,,,,,,,
868,EMCOR Group,320,768800,746080,22720,Engineering &  Construction,"Engineering, Construction",2018,,,,,,,,
869,W.R. Berkley,77,768500,713590,54910,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
870,WESCO International,91,767900,751550,16350,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
871,Coty,220,765000,807220,-42220,Household Products,Household and Personal Products,2018,,,,,,,,
872,WEC Energy Group,81,764900,644530,120370,Energy,Utilities: Gas and Electric,2018,,,,,,,,
873,Masco,260,764400,711100,53300,Household Products,"Home Equipment, Furnishings",2018,,,,,,,,
874,DXC Technology,600,760700,773000,-12300,Technology,Information Technology Services,2018,,,,,,,,
875,Auto-Owners Insurance,52,760400,695830,64570,Financials,Insurance: Property and Casualty (Mutual),2018,,,,,,,,
876,Jones Financial (Edward Jones),450,759700,672500,87200,Financials,Securities,2018,,,,,,,,
877,Liberty Media,44,759400,624000,135400,Media,Entertainment,2018,,,,,,,,
878,Erie Insurance Group,53,753500,667750,85750,Financials,Insurance: Property and Casualty (Mutual),2018,,,,,,,,
879,Hershey,161,751500,673200,78300,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
880,PPL,125,744700,631900,112800,Energy,Utilities: Gas and Electric,2018,,,,,,,,
881,Huntington Ingalls Industries,380,744100,696200,47900,Aerospace &  Defense,Aerospace and Defense,2018,,,,,,,,
882,Mosaic,85,740900,751620,-10720,Chemicals,Chemicals,2018,,,,,,,,
883,J.M. Smucker,71,739200,679970,59230,"Food, Beverages &  Tobacco",Food Consumer Products,2018,,,,,,,,
884,Delek US Holdings,39,735000,706120,28880,Energy,Petroleum Refining,2018,,,,,,,,
885,Newmont Mining,126,734800,744600,-9800,Energy,"Mining, Crude-Oil Production",2018,,,,,,,,
886,Constellation Brands,87,733200,579690,153510,"Food, Beverages &  Tobacco",Beverages,2018,,,,,,,,
887,Ryder System,361,733000,653940,79060,Transportation,"Trucking, Truck Leasing",2018,,,,,,,,
888,National Oilwell Varco,316,730400,754100,-23700,Energy,"Oil and Gas Equipment, Services",2018,,,,,,,,
889,Adobe Systems,180,730200,560800,169400,Technology,Computer Software,2018,,,,,,,,
890,LifePoint Health,420,726300,716060,10240,Health Care,Health Care: Medical Facilities,2018,,,,,,,,
891,Tractor Supply,210,725600,683340,42260,Retailing,Specialty Retailers: Other,2018,,,,,,,,
892,Thor Industries,178,724700,687270,37430,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
893,Dana,301,720900,709800,11100,Motor Vehicles &  Parts,Motor Vehicles and Parts,2018,,,,,,,,
894,Weyerhaeuser,93,719600,661400,58200,Materials,Forest and Paper Products,2018,,,,,,,,
895,J.B. Hunt Transport Services,247,719000,650370,68630,Transportation,"Trucking, Truck Leasing",2018,,,,,,,,
896,Darden Restaurants,1787,717000,669090,47910,"Hotels, Restaurants &  Leisure",Food Services,2018,,,,,,,,
897,Yum China Holdings,4500,714400,674100,40300,"Hotels, Restaurants &  Leisure",Food Services,2018,,,,,,,,
898,Blackstone Group,24,711900,564820,147080,Financials,Diversified Financials,2018,,,,,,,,
899,Berry Global Group,230,709500,675500,34000,Materials,"Packaging, Containers",2018,,,,,,,,
900,Builders FirstSource,150,703400,699520,3880,Materials,"Building Materials, Glass",2018,,,,,,,,
901,Activision Blizzard,98,701700,674400,27300,Technology,Entertainment,2018,,,,,,,,
902,JetBlue Airways,174,701500,586800,114700,Transportation,Airlines,2018,,,,,,,,
903,Amphenol,700,701100,636050,65050,Technology,Network and Other Communications Equipment,2018,,,,,,,,
904,A-Mark Precious Metals,1,699000,698290,710,Materials,Miscellaneous,2018,,,,,,,,
905,Spirit AeroSystems Holdings,155,698300,662810,35490,Aerospace &  Defense,Aerospace and Defense,2018,,,,,,,,
906,R.R. Donnelley & Sons,427,694000,697440,-3440,Media,"Publishing, Printing",2018,,,,,,,,
907,Harris,170,693900,638600,55300,Aerospace &  Defense,Aerospace and Defense,2018,,,,,,,,
908,Expeditors Intl. of Washington,165,692100,643170,48930,Transportation,Transportation and Logistics,2018,,,,,,,,
909,Discovery,70,687300,721000,-33700,Media,Entertainment,2018,,,,,,,,
910,Owens-Illinois,265,686900,668900,18000,Materials,"Packaging, Containers",2018,,,,,,,,
911,Sanmina,413,686900,673020,13880,Technology,Semiconductors and Other Electronic Components,2018,,,,,,,,
912,KeyCorp,184,686800,557200,129600,Financials,Commercial Banks,2018,,,,,,,,
913,American Financial Group,76,686500,639000,47500,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
914,Oshkosh,140,683000,654440,28560,Industrials,Construction and Farm Machinery,2018,,,,,,,,
915,Rockwell Collins,290,682200,611700,70500,Aerospace &  Defense,Aerospace and Defense,2018,,,,,,,,
916,Kindred Healthcare,642,676800,746640,-69840,Health Care,Health Care: Medical Facilities,2018,,,,,,,,
917,Insight Enterprises,67,670400,661330,9070,Technology,Information Technology Services,2018,,,,,,,,
918,Dr Pepper Snapple Group,210,669000,561400,107600,"Food, Beverages &  Tobacco",Beverages,2018,,,,,,,,
919,American Tower,48,666400,542510,123890,Financials,Real estate,2018,,,,,,,,
920,Fortive,260,665600,561150,104450,Industrials,Industrial Machinery,2018,,,,,,,,
921,Ralph Lauren,183,665300,675230,-9930,Apparel,Apparel,2018,,,,,,,,
922,HRG Group,171,665000,654400,10600,Household Products,Household and Personal Products,2018,,,,,,,,
923,Ascena Retail Group,400,665000,771730,-106730,Retailing,Specialty Retailers: Apparel,2018,,,,,,,,
924,United Rentals,148,664100,529500,134600,Business Services,Miscellaneous,2018,,,,,,,,
925,Caseys General Stores,255,664100,646350,17750,Retailing,Specialty Retailers: Other,2018,,,,,,,,
926,Graybar Electric,85,663100,655940,7160,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
927,Avery Dennison,300,661400,633220,28180,Materials,"Packaging, Containers",2018,,,,,,,,
928,MasTec,173,660700,625980,34720,Engineering &  Construction,"Engineering, Construction",2018,,,,,,,,
929,CMS Energy,79,658300,612300,46000,Energy,Utilities: Gas and Electric,2018,,,,,,,,
930,HD Supply Holdings,110,653400,556400,97000,Wholesalers,Wholesalers: Diversified,2018,,,,,,,,
931,Raymond James Financial,127,652500,588880,63620,Financials,Securities,2018,,,,,,,,
932,NCR,340,651600,628400,23200,Technology,"Computers, Office Equipment",2018,,,,,,,,
933,Hanesbrands,672,647800,641610,6190,Apparel,Apparel,2018,,,,,,,,
934,Asbury Automotive Group,80,645700,631790,13910,Retailing,"Automotive Retailing, Services",2018,,,,,,,,
935,Citizens Financial Group,176,645400,480200,165200,Financials,Commercial Banks,2018,,,,,,,,
936,Packaging Corp. of America,146,644500,577640,66860,Materials,"Packaging, Containers",2018,,,,,,,,
937,Alleghany,44,642500,633490,9010,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
938,Apache,34,642300,511900,130400,Energy,"Mining, Crude-Oil Production",2018,,,,,,,,
939,Dillards,314,642300,620170,22130,Retailing,General Merchandisers,2018,,,,,,,,
940,Assurant,142,641500,589540,51960,Financials,Insurance: Property and Casualty (Stock),2018,,,,,,,,
